zid,Lat,Lng,Price,Bedrooms,Bathrooms,constructedArea,zipCode,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT,Address,lotArea,Image,CountyId,taxRate,annualHOA
28002918,29.937492,-95.5935,375000,4,3,2642,77065,1,0,1,0,1965,1,2,1575,5,1.3,8,3.6,7,3.8,1,75000,506,74487.6,"11210 Glenora Dr, Houston, TX 77065",1.71,https://photos.zillowstatic.com/fp/ea3931b39697cb7735d75390c0ad3b8a-p_e.jpg,1090,2.29,
28003400,29.803272,-95.439804,454300,3,2,1602,77008,1,0,1,0,1957,1,2,1995,4,0.9,6,1.6,3,1,0,-75000,159,7150,"1834 Millwood Dr, Houston, TX 77008",7150,https://photos.zillowstatic.com/fp/b0ae8ab19e552a1561df0aaa1fde903e-p_e.jpg,1090,2.29,$35 annually
28003526,29.80341,-95.43533,419777,3,2,1413,77008,1,0,1,0,1954,1,2,1763,4,0.7,6,1.6,3,0.9,0,0,0,7640.424,"2015 Sea King St, Houston, TX 77008",7640.424,https://photos.zillowstatic.com/fp/3667ee489b48aaad771d0381b2eeba0d-p_e.jpg,1090,2.29,
28004161,29.702335,-95.49776,295000,4,2,1456,77074,1,1,1,0,1956,1,1,1239,999,999,999,999,999,999,1,35000,786,7880.004,"6609 Scribner Rd, Houston, TX 77074",7880.004,https://photos.zillowstatic.com/fp/f10a59b47507af5fa9d2b923e5d2ec2d-p_e.jpg,1090,2.29,
28004193,29.70289,-95.49825,334900,4,3,2189,77074,0,0,1,0,1956,1,2,1407,999,999,999,999,999,999,1,45900,1461,19000.872,"6614 Scribner Rd, Houston, TX 77074",0.4362,https://photos.zillowstatic.com/fp/6620dbbf5b663fdff9a15a67855c0af3-p_e.jpg,1090,2.29,
28004380,29.700294,-95.50304,230000,3,2,1704,77074,0,0,1,0,1957,1,0,966,999,999,999,999,999,999,0,-45000,68,7501.032,"6822 Roos Rd, Houston, TX 77074",7501.032,https://photos.zillowstatic.com/fp/46cb3daac9a3ad323b3b2558fc06e3fa-p_e.jpg,1090,2.29,$500 annually
28004766,29.658222,-95.463615,294900,3,2,1242,77035,0,0,1,0,1955,1,0,1239,5,0.8,5,0.9,2,1.2,1,214900,4440,12580.128,"11054 Waxwing St, Houston, TX 77035",0.2888,https://photos.zillowstatic.com/fp/225cb3b153947de423722eb6da50e1dd-p_e.jpg,1090,2.29,
28004797,29.659521,-95.459885,327000,3,2,1878,77035,1,0,1,0,1955,1,2,1373,5,0.6,5,1.1,2,1.5,0,-13000,13,8476.776,"4762 Hummingbird St, Houston, TX 77035",8476.776,https://photos.zillowstatic.com/fp/4077a9d967f25c92091b5f18577b4a5a-p_e.jpg,1090,2.29,
28004973,29.660725,-95.45168,355000,3,3,2668,77035,1,0,1,0,1958,2,2,1491,5,0.4,5,1.5,2,2,1,176000,4192,7683.984,"4417 Kinglet St, Houston, TX 77035",7683.984,https://photos.zillowstatic.com/fp/72b686c3bd8bfb5c364df67baa420f6f-p_e.jpg,1090,2.29,
28004988,29.660442,-95.44953,349500,3,2,1683,77035,1,0,1,0,1958,1,2,1468,5,0.5,5,1.6,2,2.1,0,-15500,217,7797.24,"4310 Hummingbird St, Houston, TX 77035",7797.24,https://photos.zillowstatic.com/fp/cf5fc41bc86376dbbd3248abe7740bc2-p_e.jpg,1090,2.29,
28005748,29.644957,-95.3746,218000,3,2,1559,77051,0,0,1,0,1955,1,0,916,3,0.4,3,1.6,3,0.9,0,0,1213,5688.936,"10526 Sierra Dr, Houston, TX 77051",5688.936,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.644956588745117,-95.37460327148438&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=kk3VqRQ9EkS7dhKvHFSrbHn4TZ4=",1090,2.29,
28006020,29.727661,-95.47595,479000,3,2,1452,77056,0,0,1,0,1950,1,0,2012,7,0.6,7,1.4,2,1.5,1,84000,1192,7736.256,"5545 Judalon Ln, Houston, TX 77056",7736.256,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.7276611328125,-95.4759521484375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=0jmW3ijzrR8lfSU393uxXFcKxMA=",1090,2.29,$75 annually
28006024,29.727358,-95.47531,495000,3,3,1775,77056,0,0,1,0,1950,1,0,2079,7,0.6,7,1.5,2,1.5,0,0,0,7971.48,"5534 Pagewood Ln, Houston, TX 77056",7971.48,https://photos.zillowstatic.com/fp/aaaeeab20e61ff4f2ddd61e7682116b9-p_e.jpg,1090,2.29,$85 annually
28006093,29.727104,-95.469574,620000,4,3,2530,77056,0,0,1,0,1955,1,0,2604,7,0.6,7,1.4,2,1.9,1,390100,5008,7714.476,"5326 Windswept Ln, Houston, TX 77056",7714.476,https://photos.zillowstatic.com/fp/5a66217fb981fd36ebe7cc643eaed80e-p_e.jpg,1090,2.29,
28006441,29.67964,-95.23999,279900,3,2,1876,77017,0,0,1,0,1957,1,2,1176,5,0.2,6,0.6,2,1,0,0,0,6760.512,"2010 Possum Creek Rd, Houston, TX 77017",6760.512,https://photos.zillowstatic.com/fp/b75fe7df83b9a839150c1a9aa6bb5db4-p_e.jpg,1090,2.29,
28006583,29.682087,-95.24068,203900,5,2,1831,77017,0,0,1,0,1955,1,0,856,5,0.1,6,0.7,2,0.9,1,76400,3981,8921.088,"5410 Meadow Creek Ln, Houston, TX 77017",8921.088,https://photos.zillowstatic.com/fp/6c8db6bb33de8fd72a691e71bc8d20fe-p_e.jpg,1090,2.29,
28007715,29.85871,-95.30506,201900,3,1,1424,77016,1,0,1,0,1960,1,1,848,3,0.7,4,0.9,2,2.7,1,72001,1880,9478.656,"6001 Bretshire Dr, Houston, TX 77016",9478.656,https://photos.zillowstatic.com/fp/058ec07800f6c79c2c49a2a35ec4bc0e-p_e.jpg,1090,2.29,
28007806,29.858555,-95.30209,214900,3,2,1250,77016,0,0,1,0,1960,1,0,903,3,0.8,4,0.7,2,2.5,0,0,16,6581.916,"10118 Royal Oaks Dr, Houston, TX 77016",6581.916,https://photos.zillowstatic.com/fp/676266a14b92c5dbf2ee3c401a187e45-p_e.jpg,1090,2.29,
28008095,29.662697,-95.465515,349000,3,2,1784,77035,1,0,1,0,1958,1,2,1466,8,0.7,5,0.6,2,1.3,0,-71000,121,7200.468,"10819 Doud St, Houston, TX 77035",7200.468,https://photos.zillowstatic.com/fp/e7c385767d4cde3e3015b9b093be096c-p_e.jpg,1090,2.29,
28008106,29.660881,-95.465485,420000,3,2,1717,77035,1,0,1,0,1958,1,2,1764,8,0.9,5,0.7,2,1.2,0,-40000,111,7200,"10939 Doud St, Houston, TX 77035",7200,https://photos.zillowstatic.com/fp/ce984dda4f0ce06fcb1437e65657d25f-p_e.jpg,1090,2.29,
28008290,29.661098,-95.46689,365000,3,2,2327,77035,0,0,1,0,1959,1,0,1533,8,0.8,5,0.7,2,1.1,1,35500,2850,8398.368,"5018 Redstart St, Houston, TX 77035",8398.368,https://photos.zillowstatic.com/fp/bde1afdaba5acf9fabab9183c49f10fe-p_e.jpg,1090,2.29,
28008296,29.661074,-95.46822,329000,3,2,2055,77035,1,0,1,0,1959,1,2,1382,8,0.8,5,0.6,2,1.1,0,-10000,78,9600.624,"5042 Redstart St, Houston, TX 77035",9600.624,https://photos.zillowstatic.com/fp/29ebdb12a400aed1489eb5358fe8098f-p_e.jpg,1090,2.29,
28008541,29.664875,-95.47068,367500,3,3,2306,77035,1,1,1,0,1955,1,2,1638,8,0.6,5,0.3,2,1.2,1,130090,2716,10140.768,"5122 W Bellfort St, Houston, TX 77035",10140.768,https://photos.zillowstatic.com/fp/23aa5b5ccfa8a58c949d29500a697df1-p_e.jpg,1090,2.29,
28008590,29.666864,-95.47302,473500,4,3,2226,77096,1,1,1,0,1955,1,1,1989,8,0.6,5,0.1,6,1.6,1,48500,1504,11700.216,"5262 Willowbend Blvd, Houston, TX 77096",0.2686,https://photos.zillowstatic.com/fp/237439451e0bb122fd74466fa2deda4c-p_e.jpg,1090,2.29,$100 monthly
28008637,29.666271,-95.4745,329000,3,2,2276,77096,1,0,1,0,1956,1,2,1382,7,0.5,5,0.2,2,1.1,0,-10000,706,10400,"5319 Willowbend Blvd, Houston, TX 77096",10400,https://photos.zillowstatic.com/fp/f075abf0db46d789206f4fdca64a9d55-p_e.jpg,1090,2.29,$360 monthly
28008701,29.663406,-95.47606,425000,3,2,2041,77096,1,0,1,0,1969,1,2,1785,7,0.5,5,0.4,2,0.9,1,160000,3988,9099.684,"10807 Chimney Rock Rd, Houston, TX 77096",9099.684,https://photos.zillowstatic.com/fp/a8bf12df8ac98fd77aa6ccf51ec42264-p_e.jpg,1090,2.29,
28008785,29.666828,-95.47711,363000,3,2,2412,77096,1,0,1,0,1960,1,2,1525,7,0.4,5,0.3,2,1.1,1,181000,4529,12959.1,"5402 Willowbend Blvd, Houston, TX 77096",0.2975,https://photos.zillowstatic.com/fp/e28510a6a69b8efbcf3971c1637b5ead-p_e.jpg,1090,2.29,
28008872,29.665377,-95.47928,425000,4,2,1723,77096,1,0,1,0,1960,1,2,1785,7,0.2,5,0.4,2,1,1,176000,3102,8280.756,"5439 Creekbend Dr, Houston, TX 77096",8280.756,https://photos.zillowstatic.com/fp/a316a94f5f3cc3c97084151930e53f36-p_e.jpg,1090,2.29,
28008887,29.66462,-95.47809,475000,3,3,1882,77096,0,0,1,0,1960,1,0,1995,7,0.3,5,0.4,2,1,1,215100,391,9600.624,"10702 Oasis Dr, Houston, TX 77096",9600.624,https://photos.zillowstatic.com/fp/bd96cb80c43b6620a86f3059d8d82232-p_e.jpg,1090,2.29,
28008996,29.661932,-95.47804,405800,4,2,2311,77096,1,0,1,0,1960,1,2,1594,7,0.4,5,0.5,2,0.8,0,-20500,504,9600.624,"10906 Oasis Dr, Houston, TX 77096",9600.624,https://photos.zillowstatic.com/fp/dc1f37d28b181e9df9d269c5e473f3a1-p_e.jpg,1090,2.29,
28009032,29.661295,-95.47857,369500,3,2,1840,77096,1,0,1,0,1954,1,2,1552,7,0.4,5,0.6,2,0.7,1,144500,4861,7919.208,"5427 Hummingbird St, Houston, TX 77096",7919.208,https://photos.zillowstatic.com/fp/865a70ae2c33be30160b764c1c217374-p_e.jpg,1090,2.29,
28009066,29.649565,-95.22902,259999,4,3,2253,77034,0,0,1,0,1960,1,0,1092,3,1.3,6,0.9,3,1.2,1,180999,4271,8681.508,"647 Elton St, Houston, TX 77034",8681.508,https://photos.zillowstatic.com/fp/2f8f7ed0f87742af6c5063e6e852621b-p_e.jpg,1090,2.29,
28009393,29.645607,-95.23163,254500,3,2,1770,77034,0,0,1,0,1955,1,0,1069,3,1.2,6,1,3,1.4,0,0,0,7440.048,"723 Edgebrook Dr, Houston, TX 77034",7440.048,https://photos.zillowstatic.com/fp/d2ff63b1b27c58a1b0934c3ae8b9d60a-p_e.jpg,1090,2.29,
28009728,29.645567,-95.221214,224900,6,3,2692,77034,0,0,1,0,1958,2,0,945,4,0.4,7,1.6,5,2.9,0,-20000,18,6405,"323 Dalby St, Houston, TX 77034",6405,https://photos.zillowstatic.com/fp/5e2465a7b0e03b7a949a1638aa552834-p_e.jpg,1090,2.29,
28010314,29.81039,-95.47971,200000,3,4,2491,77055,1,0,1,0,1955,1,4,840,999,999,999,999,999,999,1,100,3222,8960.292,"2139 Counter Point Dr, Houston, TX 77055",8960.292,https://photos.zillowstatic.com/fp/412925bcd25c447dc88f26250d435726-p_e.jpg,1090,2.29,
28010416,29.805317,-95.47819,435000,3,2,1908,77055,1,0,1,0,1960,1,2,1827,999,999,999,999,999,999,1,195050,491,7213.536,"1922 Woodvine Dr, Houston, TX 77055",7213.536,https://photos.zillowstatic.com/fp/dedead3e8f650e1d30d9dc78e827b630-p_e.jpg,1090,2.29,
28010883,29.823957,-95.50579,270000,3,1,1416,77080,0,0,1,0,1952,1,2,1134,5,0.3,5,1.9,2,1.7,0,0,0,24040.764,"3219 Soway St, Houston, TX 77080",0.5519,https://photos.zillowstatic.com/fp/860d9b42b38fdc084b18d64ac9f53056-p_e.jpg,1090,2.29,
28011924,29.618902,-95.40365,249000,3,2,1446,77047,1,0,1,0,1955,1,2,1046,4,1.5,4,3.1,3,3.3,0,0,326,8049.888,"1214 Canterlane Dr, Houston, TX 77047",8049.888,https://photos.zillowstatic.com/fp/bda4dc85bdb00b0b713339ff5a6c1503-p_e.jpg,1090,2.29,
28011966,29.68081,-95.49948,399000,3,2,1763,77074,1,0,1,0,1957,1,1,1676,5,0.4,3,0.9,2,1,1,234000,1611,9317.484,"6126 Shadow Crest St, Houston, TX 77074",9317.484,https://photos.zillowstatic.com/fp/5e2879709e696467419f3accb7724876-p_e.jpg,1090,2.29,$200 annually
28012056,30.021051,-95.11945,498000,3,2,2364,77336,1,0,1,0,1970,1,2,2092,4,0.5,4,3.9,6,4,0,-50000,5747,14775.552,"24115 Glengyle Ct, Huffman, TX 77336",0.3392,https://photos.zillowstatic.com/fp/d80e59fe2875f4a3eb7ec622af68c38f-p_e.jpg,1090,2.29,$290 annually
28012279,29.799517,-95.552155,485000,4,2,2296,77043,1,0,1,0,1960,1,2,2037,4,0.5,3,0.8,2,0.8,1,125100,276,9073.548,"10311 Chatterton Dr, Houston, TX 77043",9073.548,https://photos.zillowstatic.com/fp/138fffd4442e46e00ba0d4acb838b8b9-p_e.jpg,1090,2.29,
28012326,29.658018,-95.45285,399000,4,3,2121,77035,0,1,1,0,1959,1,0,1676,5,0.6,5,1.5,2,1.8,1,165000,4426,7562.016,"4510 Sanford Rd, Houston, TX 77035",7562.016,https://photos.zillowstatic.com/fp/5e03fb24e9c867855036febc55e36cdb-p_e.jpg,1090,2.29,
28012373,29.656454,-95.45262,386500,3,2,1698,77035,1,0,1,0,1955,1,2,1623,5,0.6,5,1.5,2,1.8,0,0,0,6891.192,"4506 Spellman Rd, Houston, TX 77035",6891.192,https://photos.zillowstatic.com/fp/b557e9628c540ee306da995ce255a995-p_e.jpg,1090,2.29,
28013316,29.689487,-95.46942,398000,3,2,1360,77096,1,0,1,0,1957,1,2,1672,7,0.4,6,2.1,6,0.2,1,148000,11735,11077.308,"5122 Beechnut St, Houston, TX 77096",0.2543,https://photos.zillowstatic.com/fp/c9f20233a518830bc8a8118330ddbdd2-p_e.jpg,1090,2.29,$530 annually
28013578,29.772396,-95.56445,561600,3,2,1988,77079,1,0,1,0,1958,1,2,2478,10,0.4,9,0.8,6,2.6,0,-60001,1909,12301.344,"12919 Memorial Dr, Houston, TX 77079",0.2824,https://photos.zillowstatic.com/fp/35c596ace0768f7706a7fd1ad58e0d36-p_e.jpg,1090,2.29,$360 annually
28013800,29.64263,-95.378654,218000,3,2,1755,77051,1,0,1,0,1955,1,2,916,3,0.6,3,1.9,3,1.2,0,0,0,6050.484,"3034 Akard St, Houston, TX 77051",6050.484,https://photos.zillowstatic.com/fp/5ec2706ca13cf42d7b758ff7b01c8815-p_e.jpg,1090,2.29,
28013806,29.64235,-95.377266,399000,4,3,1844,77051,1,0,1,0,,2,0,1676,3,0.6,3,1.9,3,1.1,1,365001,3849,6050.484,"3131 Sunnydale Dr, Houston, TX 77051",6050.484,https://photos.zillowstatic.com/fp/0c770c8622799e7032ce658a1f7bc7a4-p_e.jpg,1090,2.29,
28013905,29.640783,-95.378624,230000,4,2,1344,77051,0,0,1,0,1955,1,0,966,3,0.7,3,2,3,1.3,0,0,5660,6050.484,"3031 Friar Point Rd, Houston, TX 77051",6050.484,https://photos.zillowstatic.com/fp/0d2870113339c4c25e630ddf3ff80670-p_e.jpg,1090,2.29,
28014034,29.638006,-95.376755,229999,3,2,1316,77051,1,0,1,0,1961,1,1,966,3,0.9,3,2.1,3,1.3,0,-25001,122,8812.188,"3142 Brisbane St, Houston, TX 77051",8812.188,https://photos.zillowstatic.com/fp/a2b6325640c6bfd7a4aabb84ced05ca6-p_e.jpg,1090,2.29,
28014547,29.789165,-95.4755,779000,3,2,1909,77055,1,1,1,0,1959,1,2,3272,3,0.8,6,2.6,6,3.1,0,0,0,8076.024,"7222 Alderney Dr, Houston, TX 77055",8076.024,https://photos.zillowstatic.com/fp/1c22ec94fa55be27d6ff7a60fc07595c-p_e.jpg,1090,2.29,$100 annually
28014656,29.811441,-95.49375,399999,6,4,4174,77055,1,0,1,0,1955,2,4,1680,999,999,999,999,999,999,0,-60001,150,7588.152,"2107 Restridge Dr, Houston, TX 77055",7588.152,https://photos.zillowstatic.com/fp/208af25046c73928ce563815f226154d-p_e.jpg,1090,2.29,
28015380,29.68338,-95.50498,200000,3,2,1438,77074,0,0,1,0,1958,1,0,840,5,0.1,3,0.6,2,0.6,1,30001,1996,10349.856,"8806 Bintliff Dr, Houston, TX 77074",10349.856,https://photos.zillowstatic.com/fp/b5d499f7ae4cf8ec290698982879d0d6-p_e.jpg,1090,2.29,
28015683,29.824228,-95.46433,427500,4,2,1507,77092,1,0,1,0,1955,1,1,1796,2,0.3,2,1.5,2,0.5,1,150500,184,6921.684,"4946 Lamonte Ln, Houston, TX 77092",6921.684,https://photos.zillowstatic.com/fp/efe621c99d5adc5eddd0242e6f7b90a7-p_e.jpg,1090,2.29,
28015724,29.825808,-95.46512,388000,3,2,1785,77092,1,0,1,0,1955,1,1,1630,2,0.3,2,1.4,2,0.4,1,191500,3581,7514.1,"5015 Hialeah Dr, Houston, TX 77092",7514.1,https://photos.zillowstatic.com/fp/8751fa1d2ec78704390295bcc4a52550-p_e.jpg,1090,2.29,$25 annually
28015728,29.825493,-95.46439,420000,3,2,1925,77092,0,0,1,0,1955,1,2,1764,2,0.3,2,1.4,2,0.5,1,145000,1682,7596.864,"4927 Hialeah Dr, Houston, TX 77092",7596.864,https://photos.zillowstatic.com/fp/0950f05ba10312b581d2a7ab274026b9-p_e.jpg,1090,2.29,
28015812,29.825083,-95.466866,642700,3,3,2318,77092,1,0,1,0,1956,1,2,2722,2,0.2,2,1.4,2,0.4,1,361000,977,10058.004,"5119 Poinciana Dr, Houston, TX 77092",10058.004,https://photos.zillowstatic.com/fp/4b3e00dd4fe3e1d3f1377066e2ab748d-p_e.jpg,1090,2.29,
28016129,29.750328,-95.4932,600000,3,2,2348,77057,1,0,1,0,1955,1,1,2520,5,0.2,7,1.5,2,1.3,0,0,5962,8664.084,"6212 San Felipe St, Houston, TX 77057",8664.084,https://photos.zillowstatic.com/fp/d20051d40565d9027b042216ccf281f4-p_e.jpg,1090,2.29,"$1,000 annually"
28016329,29.676237,-95.27887,273999,4,3,3267,77061,1,0,1,0,1959,1,2,1151,8,0.9,4,1,2,1.6,1,148999,2315,11408.364,"8107 Dover St, Houston, TX 77061",0.2619,https://photos.zillowstatic.com/fp/9d779fc2510c43860ccc61f8eb2dcdf4-p_e.jpg,1090,2.29,
28016816,29.835184,-95.448296,479900,3,2,1896,77018,1,0,1,0,1954,1,1,2016,2,0.5,6,0.7,3,1.5,0,-115100,216,7200.468,"2007 Viking Dr, Houston, TX 77018",7200.468,https://photos.zillowstatic.com/fp/e2a29495ab4eaf23df8991ca8c631324-p_e.jpg,1090,2.29,
28016899,29.83479,-95.45163,485400,3,2,1558,77018,1,0,1,0,1955,1,2,2037,2,0.6,6,0.8,3,1.6,1,29910,1084,8999.496,"2206 De Milo Dr, Houston, TX 77018",8999.496,https://photos.zillowstatic.com/fp/2ccf1b468e287776ce820833f4f081b1-p_e.jpg,1090,2.29,
28016901,29.834724,-95.45218,479000,3,2,1994,77018,1,0,1,0,1954,1,3,2012,2,0.6,6,0.8,3,1.6,1,200000,3572,9509.148,"2218 De Milo Dr, Houston, TX 77018",9509.148,https://photos.zillowstatic.com/fp/9ff0dfef7a6695ca5e07347608a44fe9-p_e.jpg,1090,2.29,
28017114,29.839458,-95.43853,870000,4,3,2778,77018,1,0,1,0,1959,1,2,3654,8,0.7,6,0.7,3,1.4,1,592100,5374,9282.636,"1519 Del Norte St, Houston, TX 77018",9282.636,https://photos.zillowstatic.com/fp/5a43270f97d2ba5440dbd6f1572c208b-p_e.jpg,1090,2.29,
28017197,29.6095,-95.36462,230000,3,1,1049,77047,1,0,1,0,1960,1,1,966,3,1.2,2,2.7,3,3,0,-130000,205,19649.916,"3635 Van Meter St, Houston, TX 77047",0.4511,https://photos.zillowstatic.com/fp/5e2f7b9e2d42b11eea89f48eec4f3c12-p_e.jpg,1090,2.29,
28017558,29.623808,-95.43239,252000,3,2,,77045,0,0,1,0,1965,1,0,1058,4,0.3,4,1.3,2,0.5,0,-3000,6000,,"3711 Darlinghurst Dr, Houston, TX 77045",,https://photos.zillowstatic.com/fp/a380e5d5326f80aa498f046fa1040f1d-p_e.jpg,1090,2.29,
28018231,29.812784,-95.4993,359999,3,3,1717,77055,0,0,1,0,1966,1,0,1512,999,999,999,999,999,999,0,-10001,53,7008.804,"8518 Cedel Dr, Houston, TX 77055",7008.804,https://photos.zillowstatic.com/fp/2ed3c2247b2350374976aaa854e472d7-p_e.jpg,1090,2.29,
28018299,29.667442,-95.27226,269999,5,3,1915,77061,1,0,1,0,1956,1,1,1134,4,0.7,4,1,2,1.6,0,-30000,261,7479.252,"7951 Glenbrae St, Houston, TX 77061",7479.252,https://photos.zillowstatic.com/fp/9af4661d5d1930022bdfcc2ee23abdbc-p_e.jpg,1090,2.29,
28018942,29.743414,-95.490944,869500,3,3,2294,77057,1,0,1,0,1960,1,2,3652,5,0.4,7,1.4,2,1,0,-5500,2659,7226.604,"6142 Meadow Lake Ln, Houston, TX 77057",7226.604,https://photos.zillowstatic.com/fp/8470b11392b662a6f1f37e61ed71599b-p_e.jpg,1090,2.29,"$1,210 annually"
28019055,29.85221,-95.40896,255000,4,2,1850,77091,1,0,1,0,1960,1,2,1071,3,0.9,3,0.9,3,2,1,5000,711,7261.452,"523 Surratt Dr, Houston, TX 77091",7261.452,https://photos.zillowstatic.com/fp/50a97ee1d461d844115e453214fbe23e-p_e.jpg,1090,2.29,
28019067,29.73581,-95.53751,350000,3,2,1555,77063,1,0,1,0,1958,1,1,1470,4,0.6,3,1.7,2,2.4,0,0,0,7954.056,"9638 Val Verde St, Houston, TX 77063",7954.056,https://photos.zillowstatic.com/fp/8a764e0b32d68f671bee0d80410fe7c4-p_e.jpg,1090,2.29,
28019289,29.660189,-95.26611,224900,3,1,1325,77061,1,0,1,0,1956,1,1,945,3,1.3,6,1.5,3,3.6,1,75000,127,6965.244,"8514 Meadville St, Houston, TX 77061",6965.244,https://photos.zillowstatic.com/fp/3178939a508b3182dd528e632178b178-p_e.jpg,1090,2.29,
28020073,29.66857,-95.27937,227000,3,2,1578,77061,1,0,1,0,1957,1,2,953,4,0.3,4,0.6,2,1.9,0,0,776,8624.88,"7734 Glen Vista St, Houston, TX 77061",8624.88,https://photos.zillowstatic.com/fp/f5819305ff338eaff33ece7b0b17d824-p_e.jpg,1090,2.29,
28020100,29.665756,-95.279076,340000,3,3,2687,77061,1,0,1,0,1961,1,1,1428,4,0.2,4,0.6,2,2,1,339998,566,8315.604,"7742 Glenheath St, Houston, TX 77061",8315.604,https://photos.zillowstatic.com/fp/243f9db3e79ae5e1128f220d2063e73d-p_e.jpg,1090,2.29,
28020292,29.814909,-95.43929,295000,2,1,855,77018,1,0,1,0,1956,1,1,1239,8,0.8,6,0.9,3,0.4,1,20000,2815,7021.872,"2211 Stonecrest Dr, Houston, TX 77018",7021.872,https://photos.zillowstatic.com/fp/25a67722810d04db77022206e089f540-p_e.jpg,1090,2.29,$25 annually
28021162,29.833265,-95.47906,325000,3,1,997,77092,1,0,1,0,1953,1,1,1365,2,0.9,2,0.6,2,0.6,0,0,0,7631.712,"6006 W 43rd St, Houston, TX 77092",7631.712,https://photos.zillowstatic.com/fp/2d64f06cd5c7146e33f2f812f8eb8bec-p_e.jpg,1090,2.29,
28021461,29.829308,-95.47579,329900,3,2,1274,77092,1,0,1,0,1967,1,2,1386,2,0.6,2,0.9,2,0.3,0,0,0,8211.06,"4123 Lou Anne Ln, Houston, TX 77092",8211.06,https://photos.zillowstatic.com/fp/1c70c1c868af265e54d255fa5fad340d-p_e.jpg,1090,2.29,
28021480,29.830194,-95.47367,429000,4,2,2079,77092,0,0,1,0,1963,1,2,1802,2,0.5,2,0.9,2,0.2,0,-20000,39,7919.208,"5511 Hewitt Dr, Houston, TX 77092",7919.208,https://photos.zillowstatic.com/fp/a5be2cd818dcb04cc4e8a26a7b98c191-p_e.jpg,1090,2.29,
28021687,29.61764,-95.44343,215000,3,2,2200,77045,1,0,1,0,1960,1,4,903,4,0.4,4,0.6,2,0.9,0,0,3812,6599.34,"4404 Trafalgar Dr, Houston, TX 77045",6599.34,https://photos.zillowstatic.com/fp/a71b76ce7085f250d54dedbeafd023fb-p_e.jpg,1090,2.29,
28021694,29.617924,-95.44275,229000,3,2,1668,77045,1,0,1,0,1960,1,16,962,4,0.4,4,0.7,2,0.8,1,24000,10038,6599.34,"4332 Trafalgar Dr, Houston, TX 77045",6599.34,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.617923736572266,-95.4427490234375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ddIoCLGMCGg9PjdFe1W2pg669MY=",1090,2.29,
28022471,29.824791,-95.51507,355000,3,2,1874,77080,1,0,1,0,1956,1,2,1491,5,0.5,5,1.3,2,1.1,0,-20000,11514,15247,"9006 Theysen Dr, Houston, TX 77080",0.350022957,https://photos.zillowstatic.com/fp/948d27e87fe76c8d942c54353d5a51e5-p_e.jpg,1090,2.29,$50 annually
28022492,29.823727,-95.51005,320000,3,2,1317,77080,1,0,1,0,1955,1,2,1344,5,0.2,5,1.6,2,1.4,1,100000,12239,19009.584,"8802 Theysen Dr, Houston, TX 77080",0.4364,https://photos.zillowstatic.com/fp/8e7514d3df6ef8b6d2dac04a9185473b-p_e.jpg,1090,2.29,
28022518,29.823235,-95.51107,475000,5,4,3894,77080,0,0,1,0,1955,2,0,1995,5,0.2,5,1.6,2,1.3,1,240500,4806,10018.8,"3122 Mona Lee Ln, Houston, TX 77080",10018.8,https://photos.zillowstatic.com/fp/98bbdcefe4505cffd260499d0414c9c9-p_e.jpg,1090,2.29,
28023485,29.687681,-95.47404,609000,3,4,3050,77096,1,1,1,1,1955,1,1,2558,7,0.4,5,1.2,6,0.4,0,-86000,2916,8581.32,"5218 Darnell St, Houston, TX 77096",8581.32,https://photos.zillowstatic.com/fp/6d926f529a52b60cd015798bd4f4c24c-p_e.jpg,1090,2.29,$411 annually
28023546,29.685562,-95.47427,489000,3,2,2062,77096,1,0,1,0,1955,1,2,2054,7,0.4,5,1,6,0.5,0,-10000,2802,8001.972,"5215 Grape St, Houston, TX 77096",8001.972,https://photos.zillowstatic.com/fp/69ad02359478af0f5adac2661392de25-p_e.jpg,1090,2.29,$460 annually
28024664,29.618776,-95.23311,205000,3,2,1556,77075,0,0,1,0,1956,1,0,861,4,0.5,6,0.8,5,0.9,0,-20000,20,8838.324,"10138 Elmhurst St, Houston, TX 77075",8838.324,https://photos.zillowstatic.com/fp/3c725bfe1d809e9c0a96b2f0ca3c4d30-p_e.jpg,1090,2.29,
28024886,29.675716,-95.27885,380000,3,2,2073,77061,1,0,1,0,1959,1,2,1596,8,1,4,1,2,1.6,1,215000,2624,11251.548,"8115 Dover St, Houston, TX 77061",0.2583,https://photos.zillowstatic.com/fp/a460d06dbf94d8ccec31e6189682fbba-p_e.jpg,1090,2.29,
