zid,Address,Lat,Lng,Price,Image,Bedrooms,Bathrooms,lotArea,constructedArea,zipCode,CountyId,taxRate,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,annualHOA,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT
2060290397,"5418-5418F Wheatley St, Houston, TX 77091",29.860983,-95.429,349000.0,https://photos.zillowstatic.com/fp/25fbada75a96ef98c9377b36f9c4f0fe-p_e.jpg,3.0,3,1841.0,1650.0,77091,1090,2.29,1,0,1,0,2022.0,2.0,2,1466,$100 monthly,2.0,0.9,3,0.6,3,3.1,0,0,0,1841.0
27862355,"4215 Elmwood St, Houston, TX 77051",29.66823,-95.365204,359900.0,https://photos.zillowstatic.com/fp/84e638092e237f4e34dea5dde71182af-p_e.jpg,3.0,3,5000.688,1800.0,77051,1090,2.29,1,0,1,0,2022.0,2.0,2,1466,,5.0,1.0,3,0.1,3,0.7,0,-10900,2523,5000.688
27921768,"3542 Nathaniel Brown St, Houston, TX 77021",29.68788,-95.372055,40000.0,https://photos.zillowstatic.com/fp/e92b520373148b5b7af99e5dfdfcfe81-p_e.jpg,4.0,3,5000.688,2003.0,77021,1090,2.29,1,0,1,0,2022.0,2.0,2,1466,,2.0,0.4,3,0.6,2,2.4,1,309000,5143,5000.688
28008095,"10819 Doud St, Houston, TX 77035",29.662697,-95.465515,420000.0,https://photos.zillowstatic.com/fp/e7c385767d4cde3e3015b9b093be096c-p_e.jpg,3.0,2,7200.468,1784.0,77035,1090,2.29,1,0,1,0,1958.0,1.0,2,1466,,8.0,0.7,5,0.6,2,1.3,0,-71000,121,7200.468
28026344,"5658 Cartagena St, Houston, TX 77035",29.651018,-95.48657,215000.0,https://photos.zillowstatic.com/fp/6135d64067b45908b6bf272b0aec39f5-p_e.jpg,3.0,2,8877.528,1624.0,77035,1090,2.29,1,0,1,0,1960.0,1.0,2,1466,,3.0,0.2,5,1.4,2,0.3,1,134000,3537,8877.528
28032254,"12202 Chimney Rock Rd, Houston, TX 77035",29.646158,-95.48256,349000.0,https://photos.zillowstatic.com/fp/23d6735dd7afd6e1da60b6086d5fa0a2-p_e.jpg,3.0,2,0.2717,1590.0,77035,1090,2.29,1,0,1,0,1960.0,1.0,2,1466,$125 annually,3.0,0.3,5,1.5,2,0.2,0,0,910,11835.252
28034979,"6007 Claridge Dr, Houston, TX 77096",29.661142,-95.495316,329500.0,https://photos.zillowstatic.com/fp/5f97b0351724084cfaa1c6834bb408ee-p_e.jpg,4.0,2,8760.0,2004.0,77096,1090,2.29,1,0,1,0,1965.0,1.0,2,1466,,7.0,0.8,5,1.4,2,1.1,1,19500,3277,8760.0
28071885,"9006 Roos Rd, Houston, TX 77036",29.700405,-95.542755,124900.0,https://photos.zillowstatic.com/fp/a11a6a8ea4fde604d2e63682e84a1a18-p_e.jpg,3.0,2,8651.016,1697.0,77036,1090,2.29,1,0,1,0,1966.0,1.0,2,1466,,6.0,0.3,3,2.0,2,2.0,1,224100,4225,8651.016
28075080,"6014 Arboles Dr, Houston, TX 77035",29.654814,-95.49578,255000.0,https://photos.zillowstatic.com/fp/e710c4bee80cd66bb242f091d36c8ce9-p_e.jpg,3.0,2,8611.812,2057.0,77035,1090,2.29,1,0,1,0,1962.0,1.0,2,1466,,3.0,0.7,3,1.4,2,1.0,1,94000,2926,8611.812
28094540,"1915 Ramada Dr, Houston, TX 77062",29.567999,-95.11702,214000.0,https://photos.zillowstatic.com/fp/7a03f811ddab3ffa5bbf8425250ab3a7-p_e.jpg,3.0,2,10319.364,1700.0,77062,1090,2.29,1,0,1,0,1962.0,1.0,2,1466,$68 annually,5.0,0.3,5,0.9,6,1.1,1,135000,955,10319.364
28117113,"814 Golden Bear Ln, Humble, TX 77339",30.043217,-95.24403,349000.0,https://photos.zillowstatic.com/fp/1ab3d2a5dd704ecd5c61e8d2fa1aeeaa-p_e.jpg,3.0,2,0.6267,2404.0,77339,1090,2.29,1,0,1,0,1979.0,1.0,2,1466,$185 annually,4.0,1.3,6,2.2,5,2.6,0,0,0,27299.052000000003
28249886,"15015 Brookpoint Dr, Houston, TX 77062",29.575834,-95.13619,235000.0,https://photos.zillowstatic.com/fp/ec4e49f89829d4bf9d95e6d20519fd47-p_e.jpg,4.0,3,9173.736,2242.0,77062,1090,2.29,1,0,1,0,1978.0,1.0,2,1466,$70 annually,6.0,0.4,5,0.5,6,1.9,1,114000,85,9173.736
28319652,"506 Pebbleshire Dr, Houston, TX 77062",29.567417,-95.14115,233000.0,https://photos.zillowstatic.com/fp/65d07826098c8221b0411b161844c3f1-p_e.jpg,4.0,3,7313.724,2052.0,77062,1090,2.29,1,0,1,0,1980.0,2.0,1,1466,$65 annually,5.0,1.2,5,0.6,6,2.3,1,116000,94,7313.724
28539449,"6314 Rexton Dr, Houston, TX 77084",29.864616,-95.62609,349000.0,https://photos.zillowstatic.com/fp/6bcfe0f9b42e5382514ce5d7e0ca4df8-p_e.jpg,4.0,3,8328.672,2591.0,77084,1090,2.29,1,0,1,0,1997.0,2.0,2,1466,$445 annually,5.0,0.4,5,0.5,5,3.4,0,0,61,8328.672
62588628,"5355 Champions Way Ln, Houston, TX 77066",29.96242,-95.50141,114900.0,https://photos.zillowstatic.com/fp/0d456f84897d860a732a5275fbb8e745-p_e.jpg,4.0,3,5749.92,2646.0,77066,1090,2.29,1,0,1,0,2002.0,2.0,2,1466,$650 annually,4.0,0.5,4,0.3,2,0.2,1,234100,4126,5749.92
62593395,"10203 Peridot Cv, Houston, TX 77095",29.923859,-95.67899,1600.0,https://photos.zillowstatic.com/fp/b451465d45f5f7a18f79f2d7a9959f61-p_e.jpg,5.0,3,8224.128,3145.0,77095,1090,2.29,1,0,1,0,2002.0,2.0,2,1466,$800 annually,7.0,1.2,8,1.4,5,2.9,1,154000,2939,8224.128
97669735,"8145 Ethel St, Houston, TX 77028",29.821339,-95.277664,15000.0,https://photos.zillowstatic.com/fp/9e05d433919cfe0bb10efd2ae1b5c376-p_e.jpg,4.0,3,0.3085,2827.0,77028,1090,2.29,0,0,1,0,2022.0,1.0,0,1466,,3.0,0.8,3,3.3,3,2.4,1,334000,3298,13438.26
2060809253,"1818 Maury St, Houston, TX 77026",29.778063,-95.34972,404990.0,https://photos.zillowstatic.com/fp/29960917625a2c3b14d8cd31d9c6c9bd-p_e.jpg,3.0,4,,1900.0,77026,1090,2.29,1,0,1,0,2022.0,3.0,2,1701,,5.0,0.2,5,0.5,2,0.6,0,0,0,
2061588418,"5406-5406F Wheatley St, Houston, TX 77091",29.860983,-95.429,419000.0,https://photos.zillowstatic.com/fp/5756c0f0b5cd15ed44499d9d652de285-p_e.jpg,3.0,4,2377.0,1825.0,77091,1090,2.29,1,0,1,0,2022.0,3.0,2,1701,$100 monthly,2.0,0.9,3,0.6,3,3.1,0,-14000,25,2377.0
2082727878,"13806 Evansdale Ln, Houston, TX 77083",,,313990.0,https://photos.zillowstatic.com/fp/c72c407fb4550d1929d4fc304a48e7ab-p_e.jpg,4.0,3,4384.0,2262.0,77083,1090,2.29,1,0,1,0,2021.0,2.0,2,1701,$950 annually,5.0,0.3,6,2.4,3,2.2,1,91010,1133,4384.0
27858979,"3120 Wichita St, Houston, TX 77004",29.717747,-95.36844,95000.0,https://photos.zillowstatic.com/fp/dfff875bcd6b974a66303828b2b7a35d-p_e.jpg,3.0,3,5863.176,1786.0,77004,1090,2.29,0,0,1,0,1950.0,2.0,0,1701,,4.0,0.2,3,1.7,2,0.9,1,310000,2588,5863.176
27994191,"5034 Carew St, Houston, TX 77096",29.688486,-95.46723,542000.0,https://photos.zillowstatic.com/fp/c6c3b838c2de9e6e6da558a04352540c-p_e.jpg,3.0,2,10201.752,1417.0,77096,1090,2.29,1,0,1,0,1960.0,1.0,1,1701,$500 annually,7.0,0.4,5,1.3,6,0.2,0,-137000,2017,10201.752
28189965,"11515 Normont Dr, Houston, TX 77070",29.983656,-95.59152,425000.0,https://photos.zillowstatic.com/fp/86ad6d979547a5e79b0a420cffc8b9ba-p_e.jpg,4.0,3,10558.944,3234.0,77070,1090,2.29,1,1,1,0,1975.0,2.0,1,1701,$655 annually,6.0,0.4,9,1.7,5,2.0,0,-20000,55,10558.944
28261047,"3502 Tree Ln, Humble, TX 77339",30.056648,-95.19718,249900.0,https://photos.zillowstatic.com/fp/f4b8d6c50e4fdb4413124ef540a966f3-p_e.jpg,5.0,4,0.2617,3225.0,77339,1090,2.29,1,1,1,0,1978.0,2.0,2,1701,$475 annually,7.0,0.4,7,0.6,7,0.7,1,155100,4615,11399.652
28506725,"3627 Whispering Brook Dr, Kingwood, TX 77345",30.067698,-95.16927,437000.0,https://photos.zillowstatic.com/fp/43876cc756c9a40b8f79d0dff988f699-p_e.jpg,4.0,4,8877.528,3269.0,77345,1090,2.29,1,0,1,0,1993.0,2.0,1,1701,$420 annually,7.0,0.3,8,1.0,7,2.1,0,-32000,106,8877.528
28516363,"15811 Jamie Lee Dr, Houston, TX 77095",29.908361,-95.64533,245000.0,https://photos.zillowstatic.com/fp/9dce2dfc5cbc8eca58b6d8d0e1e5e912-p_e.jpg,4.0,3,8123.94,2700.0,77095,1090,2.29,1,0,1,0,1993.0,2.0,2,1701,$650 annually,6.0,0.4,7,0.8,5,1.0,1,160000,8866,8123.94
2060415416,"2815 Oakheath Crest Ct, Houston, TX 77089",29.576637,-95.25273,405330.0,https://photos.zillowstatic.com/fp/0807b7022e26c3e2abe1f4e594450146-p_e.jpg,3.0,3,6945.0,2067.0,77089,1090,2.29,1,0,1,0,2023.0,1.0,2,1702,$825 annually,7.0,0.5,6,2.6,5,2.5,0,0,0,6945.0
2065712188,"4512 Old Yale St #D, Houston, TX 77018",,,389900.0,https://photos.zillowstatic.com/fp/21141fdcf64badd1ea81cf06f40d82ef-p_e.jpg,3.0,3,1574.0,1541.0,77018,1090,2.29,1,0,1,0,2022.0,2.0,2,1705,$208 monthly,3.0,0.6,3,1.9,3,0.6,1,16000,298,1574.0
2061129764,"9812 Grassy Hollow Dr, Houston, TX 77080",,,405990.0,https://photos.zillowstatic.com/fp/4b6238557f830147a2ef811d110c4232-p_e.jpg,3.0,3,,1942.0,77080,1090,2.29,1,0,1,0,2022.0,2.0,2,1705,$995 annually,3.0,0.2,3,0.8,2,0.5,0,0,54,
2088372495,"The Villa (1942) Plan, Spring Brook Village - Patio Home Collection",29.827393,-95.54128,333990.0,https://photos.zillowstatic.com/fp/13e8985d425915a21778121fba75b6bd-p_e.jpg,3.0,3,,1938.0,77080,1090,2.29,0,0,0,0,2022.0,,2,1705,,4.0,0.7,5,0.3,2,0.9,1,72000,1077,
251268869,"12614 Fernandez Falls Ct, Houston, TX 77089",29.574106,-95.19922,406000.0,https://photos.zillowstatic.com/fp/0a328e52f61009e3fb6b6a535118d9b5-p_e.jpg,4.0,2,8250.264,2135.0,77089,1090,2.29,1,0,1,0,2017.0,1.0,2,1705,$775 annually,6.0,4.0,8,2.9,6,1.8,0,0,0,8250.264
28043976,"10511 Eddystone Dr, Houston, TX 77043",29.798157,-95.55579,349900.0,https://photos.zillowstatic.com/fp/49b7ee7c58391c3ba202118dcb99d699-p_e.jpg,3.0,2,8258.976,2014.0,77043,1090,2.29,1,0,1,0,1959.0,1.0,2,1709,$35 annually,4.0,0.4,3,0.9,2,1.0,1,57100,2041,8258.976
28079222,"5526 Cheltenham Dr, Houston, TX 77096",29.67854,-95.48604,449999.0,https://photos.zillowstatic.com/fp/7b76046955e720f0c8d79a87d9fe533e-p_e.jpg,4.0,2,8542.116,1985.0,77096,1090,2.29,1,0,1,0,1963.0,1.0,2,1712,,7.0,0.3,3,1.1,6,1.4,0,-42499,51,8542.116
2061618926,"11710 Glossy Oak Ln, Houston, TX 77066",,,427650.0,https://photos.zillowstatic.com/fp/b5bb6c7fe3d0606e0fe5bd1eeb4fb63a-p_e.jpg,3.0,3,,2657.0,77066,1090,2.29,1,0,1,0,2022.0,2.0,2,1712,$525 annually,4.0,0.3,4,0.6,2,0.5,0,-20000,38,
2066407513,"Cabot Plan, Kingwood-Royal Brook : Fairway Collection",30.0865,-95.188,372990.0,https://photos.zillowstatic.com/fp/ea29e066f30e59607833bed32c457f9d-p_e.jpg,3.0,3,,2386.0,77365,1090,2.29,0,0,0,0,2022.0,,2,1714,,7.0,1.9,8,2.6,7,2.6,1,35000,51,
27869561,"807 Apache St, Houston, TX 77022",29.834148,-95.360725,312000.0,https://photos.zillowstatic.com/fp/e6784a64ad1691800928d17870c64e52-p_e.jpg,2.0,1,0.3471,888.0,77022,1090,2.29,1,0,1,0,1952.0,1.0,2,1714,,4.0,0.7,7,0.7,1,0.8,1,96000,205,15119.676000000001
27751066,"520 N Estelle St, Houston, TX 77003",29.75366,-95.32899,210000.0,https://photos.zillowstatic.com/fp/760ffd4d3e52b006da318b6c3dd3b4e8-p_e.jpg,3.0,2,4277.592,1405.0,77003,1090,2.29,0,0,1,0,1930.0,1.0,0,1718,,5.0,0.8,4,1.2,2,1.4,1,199000,366,4277.592
2060362182,"8507 Rising Stream Dr, Houston, TX 77063",,,409140.0,https://photos.zillowstatic.com/fp/d99763c7f9e673ce5110ea9a04bf6086-p_e.jpg,3.0,3,,1727.0,77063,1090,2.29,1,0,1,0,2023.0,2.0,2,1718,"$2,500 annually",4.0,1.0,3,2.6,2,1.4,0,0,0,
2069612240,"9561 Neuens Rd #B, Houston, TX 77080",,,359990.0,https://photos.zillowstatic.com/fp/586699d0412a1760bc6135e73886f7ef-p_e.jpg,3.0,3,2215.0,1748.0,77080,1090,2.29,1,0,1,0,2022.0,2.0,0,1718,"$1,195 annually",6.0,0.7,3,0.4,2,1.3,1,49175,510,2215.0
2060866390,"16335 Tawny Emperor Dr, Humble, TX 77346",29.987885,-95.5219,479900.0,https://photos.zillowstatic.com/fp/9b7fa7f9e26afcc90dbd06cdeab68cea-p_e.jpg,3.0,2,6484.0,1984.0,77346,1090,2.29,1,0,1,0,2023.0,1.0,2,1722,"$1,128 annually",5.0,0.0,6,4.0,5,3.1,0,-70000,51,6484.0
2061282802,"2504 Tuam St, Houston, TX 77004",29.735746,-95.36259,424900.0,https://photos.zillowstatic.com/fp/86eeba398adb98997c2032b1f2e3d6ce-p_e.jpg,3.0,4,1750.0,1730.0,77004,1090,2.29,1,0,1,0,2022.0,3.0,2,1722,"$1,200 annually",4.0,0.4,3,2.8,2,1.0,0,-15000,61,1750.0
2061582909,"1406 James St, Houston, TX 77009",29.77966,-95.35524,409900.0,https://photos.zillowstatic.com/fp/590a36d5c123b8e4caca498385283b0f-p_e.jpg,3.0,4,1428.0,1808.0,77009,1090,2.29,1,0,1,0,2023.0,3.0,1,1722,,5.0,0.2,5,0.2,2,0.3,0,0,0,1428.0
2062141157,"2828 Versailles Oak Ln, Houston, TX 77092",,,409900.0,https://photos.zillowstatic.com/fp/aa183b83c5d2c2f97217a7d79338b13a-p_e.jpg,3.0,4,,1802.0,77092,1090,2.29,1,0,1,0,2022.0,3.0,2,1722,$975 annually,2.0,0.6,2,0.8,2,0.2,0,0,0,
2062673509,"5209 Canal St, Houston, TX 77011",29.746595,-95.321625,409900.0,https://photos.zillowstatic.com/fp/1f982748426a1d7f697d190776f5b323-p_e.jpg,3.0,3,2500.0,1912.0,77011,1090,2.29,1,0,1,0,2022.0,2.0,2,1722,,5.0,0.2,4,0.7,2,1.1,0,0,188,2500.0
2062703929,"5207 Canal St, Houston, TX 77011",29.746334,-95.32148,409900.0,https://photos.zillowstatic.com/fp/a329f41d73fdd857e75b0fa4afced0e4-p_e.jpg,3.0,3,2500.0,1912.0,77011,1090,2.29,1,0,1,0,2022.0,2.0,2,1722,,5.0,0.2,4,0.7,2,1.1,0,0,0,2500.0
2065147883,"6102 Saint Augustine St, Houston, TX 77021",,,410000.0,https://photos.zillowstatic.com/fp/5da009710605fe9e564ce1492c603eaf-p_e.jpg,3.0,4,2574.0,1914.0,77021,1090,2.29,1,0,1,0,2022.0,2.0,2,1722,,3.0,1.4,3,0.7,2,1.4,0,-100,243,2574.0
2065712174,"4512 Old Yale St #C, Houston, TX 77018",29.831411,-95.40238,389900.0,https://photos.zillowstatic.com/fp/fc1b5caef98cb41290bf2bbd9a31cdca-p_e.jpg,3.0,3,1832.0,1832.0,77018,1090,2.29,1,0,1,0,2022.0,2.0,2,1722,$208 monthly,3.0,0.6,3,1.9,3,0.6,1,20000,294,1832.0
28337732,"16918 Blend Stone, Houston, TX 77084",29.873182,-95.666176,310000.0,https://photos.zillowstatic.com/fp/1bba1aa441a6b3817fa5449cfe8a079d-p_e.jpg,4.0,3,6960.888,2795.0,77084,1090,2.29,0,1,1,0,1993.0,2.0,0,1722,$495 annually,5.0,1.0,6,0.5,6,0.9,1,99900,5889,6960.888
329225321,"4821 Martin Oaks Ln, Houston, TX 77018",29.835768,-95.40584,2850.0,https://photos.zillowstatic.com/fp/b8f858053ba2c02fbc820024b97bbf42-p_e.jpg,3.0,4,1420.056,1966.0,77018,1090,2.29,1,0,1,0,2019.0,3.0,2,1722,"$1,440 annually",3.0,0.8,3,1.6,3,1.0,1,29900,203,1420.056
329228465,"1309 E 33rd St, Houston, TX 77022",29.816809,-95.38216,409900.0,https://photos.zillowstatic.com/fp/5074ad4a6eda62ab342095c1289c3e9e-p_e.jpg,3.0,2,3998.808,1609.0,77022,1090,2.29,1,0,1,0,2022.0,1.0,2,1722,,4.0,0.5,3,3.5,3,1.1,0,0,0,3998.808
337099403,"2807 Anita St, Houston, TX 77004",29.733536,-95.36061,439900.0,https://photos.zillowstatic.com/fp/5bfaa72cfc988faddaec4855f38844df-p_e.jpg,3.0,4,1506.0,1803.0,77004,1090,2.29,1,0,1,0,2022.0,3.0,2,1722,,4.0,0.3,3,2.7,2,0.8,0,-30000,71,1506.0
337102463,"2805 Anita St, Houston, TX 77004",29.733545,-95.36063,439900.0,https://photos.zillowstatic.com/fp/447b6cf63b164505867bd397f9b065e4-p_e.jpg,3.0,4,1509.0,1803.0,77004,1090,2.29,1,0,1,0,2022.0,3.0,2,1722,,4.0,0.3,3,2.7,2,0.8,0,-30000,71,1509.0
338058175,"3024 Live Oak St, Houston, TX 77004",29.73399,-95.36283,419900.0,https://photos.zillowstatic.com/fp/18ff2a236330f4f63fe7d96e0766a32e-p_e.jpg,3.0,4,1649.0,1792.0,77004,1090,2.29,1,0,1,0,2022.0,3.0,2,1722,$100 monthly,4.0,0.3,3,2.7,2,0.9,0,-10000,36,1649.0
338059437,"3034 Live Oak St, Houston, TX 77004",29.73396,-95.36286,429900.0,https://photos.zillowstatic.com/fp/332538a0f1ab7222599cc9a2f6131b42-p_e.jpg,3.0,4,1494.0,1792.0,77004,1090,2.29,1,0,1,0,2022.0,3.0,2,1722,$100 monthly,4.0,0.3,3,2.7,2,0.9,0,-20000,68,1494.0
2062703921,"103 Engel St, Houston, TX 77011",29.746367,-95.321495,409990.0,https://photos.zillowstatic.com/fp/531817dec4b870f2dfc48345da8ab679-p_e.jpg,3.0,3,10001.376,1926.0,77011,1090,2.29,1,0,1,0,2022.0,2.0,2,1722,,5.0,0.2,4,0.7,2,1.1,0,0,191,10001.376
2062957542,"18103 Gardens End Ln, Houston, TX 77084",29.82528,-95.65028,439000.0,https://photos.zillowstatic.com/fp/0b892fe77c8000ac67a0c29c11c43683-p_e.jpg,3.0,2,,2046.0,77084,1090,2.29,1,0,1,0,2022.0,1.0,2,1722,$710 annually,5.0,2.9,6,3.5,6,3.1,0,-29010,126,
68425257,"11127 Sherwood Forest Glen Dr, Houston, TX 77043",29.78871,-95.5804,320000.0,https://photos.zillowstatic.com/fp/e0239a1320936079c03a45192e7c9790-p_e.jpg,4.0,4,1807.74,2307.0,77043,1090,2.29,1,0,1,0,2004.0,3.0,2,1722,"$2,400 annually",4.0,0.6,5,1.4,5,1.7,1,89999,3542,1807.74
2061010437,"7500 Caprock Canyon Ln, Porter, TX 77365",,,499900.0,https://photos.zillowstatic.com/fp/78e6a131296270a179c913c6eff1a7b6-p_e.jpg,4.0,3,7913.0,2180.0,77365,1090,2.29,1,0,1,0,2023.0,1.0,2,1974,"$1,420 annually",7.0,1.7,8,2.5,7,3.0,0,-30000,13,7913.0
2061010621,"7415 Caprock Canyon Ln, Porter, TX 77365",,,489900.0,https://photos.zillowstatic.com/fp/fa69791b3553b0973d046b89a207aa4a-p_e.jpg,4.0,3,5430.0,2169.0,77365,1090,2.29,1,0,1,0,2023.0,1.0,2,1974,"$1,420 annually",7.0,1.7,8,2.5,7,3.0,0,-20000,14,5430.0
97668022,"1202 E 32nd 1/2 St, Houston, TX 77022",29.815748,-95.38407,52000.0,https://photos.zillowstatic.com/fp/422c788fe3413aac2a5f47383070dbba-p_e.jpg,3.0,3,3998.808,1882.0,77022,1090,2.29,1,0,1,0,2020.0,2.0,2,1974,,4.0,0.4,5,1.1,3,1.0,1,417900,2796,3998.808
2060670718,"4103 Upland Dr, Houston, TX 77043",29.8304,-95.53668,463910.0,https://photos.zillowstatic.com/fp/f7c600ea1a1b7a1b7f2fff2eba235605-p_e.jpg,3.0,3,,1942.0,77043,1090,2.29,1,0,1,0,2023.0,2.0,2,1974,$995 annually,4.0,1.1,5,0.3,2,0.9,1,6000,18,
2060332317,"2718 Grand Fountains Dr #I, Houston, TX 77054",29.66843,-95.42536,469990.0,https://photos.zillowstatic.com/fp/1be178277553382c03a1b0070e5bb191-p_e.jpg,3.0,4,,2106.0,77054,1090,2.29,1,1,1,0,2023.0,3.0,2,1974,"$1,495 annually",4.0,1.1,6,2.2,2,2.5,0,0,0,
2060407532,"2720 Grand Fountains Dr #C, Houston, TX 77054",,,469990.0,https://photos.zillowstatic.com/fp/1be178277553382c03a1b0070e5bb191-p_e.jpg,3.0,4,,1914.0,77054,1090,2.29,1,1,1,0,2023.0,3.0,2,1974,"$1,495 annually",4.0,1.1,6,2.2,2,2.5,0,0,0,
2060935812,"10974 Swang Link Dr, Houston, TX 77043",29.792948,-95.572945,467995.0,https://photos.zillowstatic.com/fp/3ca7a3ac508a9f95601b6f6a3fe8ee1a-p_e.jpg,3.0,3,2349.0,1812.0,77043,1090,2.29,1,0,1,0,2022.0,2.0,2,1974,"$2,600 annually",4.0,0.5,5,2.0,5,2.3,1,1995,57,2349.0
2061221338,"2718 Grand Fountains Dr #F, Houston, TX 77054",29.66844,-95.42409,469990.0,https://photos.zillowstatic.com/fp/1be178277553382c03a1b0070e5bb191-p_e.jpg,3.0,4,,1914.0,77054,1090,2.29,1,1,1,0,2023.0,3.0,2,1974,"$1,495 annually",4.0,1.2,6,2.3,2,2.5,0,0,0,
2062992169,"2802 Grand Fountains Dr #H, Houston, TX 77054",29.668446,-95.42382,484990.0,https://photos.zillowstatic.com/fp/1be178277553382c03a1b0070e5bb191-p_e.jpg,3.0,3,2930.0,2100.0,77054,1090,2.29,1,1,1,0,2022.0,2.0,2,1974,"$1,495 annually",4.0,1.2,6,2.3,2,2.5,0,-15000,166,2930.0
2077862092,"2107 Pueblito Dr, Houston, TX 77077",29.743319,-95.61754,560000.0,https://photos.zillowstatic.com/fp/e23e351dd65901d0e7c5c7a144d74b82-p_e.jpg,3.0,3,3665.0,2364.0,77077,1090,2.29,1,0,1,1,2022.0,2.0,2,1974,"$2,160 annually",6.0,0.7,7,1.4,5,1.5,0,-90010,820,3665.0
2067741385,"21602 Cascade Pass Ct, Porter, TX 77365",,,434900.0,https://photos.zillowstatic.com/fp/a9be4f92fd7373e4f544d5d0a3f361a4-p_e.jpg,3.0,2,6851.988,2026.0,77365,1090,2.29,1,0,1,0,2022.0,1.0,2,1974,"$1,420 annually",7.0,1.7,8,2.5,7,3.0,0,-5000,202,6851.988
2062153569,"806 E 39th St #A, Houston, TX 77022",,,490000.0,https://photos.zillowstatic.com/fp/9537029f09ff989514fcd4501445c470-p_e.jpg,3.0,3,3998.808,2011.0,77022,1090,2.29,1,0,1,0,2021.0,2.0,2,1974,,4.0,0.3,3,3.0,3,0.6,0,-20000,147,3998.808
27763230,"806 E 39th St, Houston, TX 77022",29.82139,-95.38859,139900.0,https://photos.zillowstatic.com/fp/0a6dc87ec78a0990f8c51a8083f93a6a-p_e.jpg,3.0,3,3998.808,2011.0,77022,1090,2.29,1,0,1,0,2021.0,2.0,2,1974,,4.0,0.3,3,3.0,3,0.6,1,330100,4936,3998.808
28297638,"12135 Olympia Dr, Houston, TX 77077",29.741669,-95.5963,268000.0,https://photos.zillowstatic.com/fp/677972ceb75e7ed5cb750d093ee4b5a4-p_e.jpg,4.0,3,8620.524,2289.0,77077,1090,2.29,1,0,1,0,1981.0,1.0,2,1974,$580 annually,3.0,0.3,7,2.4,5,2.7,1,202000,9416,8620.524
28297685,"12218 Rocky Knoll Dr, Houston, TX 77077",29.744406,-95.59633,460000.0,https://photos.zillowstatic.com/fp/d2649f5f4c2b91e88f09712a2e0b10c8-p_e.jpg,4.0,4,7762.392,2688.0,77077,1090,2.29,1,0,1,0,1979.0,2.0,1,1974,$600 annually,3.0,0.2,7,2.3,5,2.7,1,10000,370,7762.392
28427605,"1627 Gingerleaf Ln, Houston, TX 77055",29.800072,-95.487434,299500.0,https://photos.zillowstatic.com/fp/48db6a48785e676df812d7dcb75f3e87-p_e.jpg,3.0,3,4351.644,2246.0,77055,1090,2.29,1,0,1,0,1985.0,2.0,2,1974,,999.0,999.0,999,999.0,999,999.0,1,170500,2957,4351.644
80590502,"14410 Wildwood Springs Ln, Houston, TX 77044",29.92151,-95.16751,485000.0,https://photos.zillowstatic.com/fp/fe41c3932778cb2e29c08cb9cab24ce4-p_e.jpg,4.0,4,9443.808,3941.0,77044,1090,2.29,1,0,1,0,2006.0,2.0,3,1974,$800 annually,5.0,0.7,5,2.2,4,2.5,0,-15000,55,9443.808
2066407519,"Oak Hill III Plan, Kingwood-Royal Brook : Fairway Collection",30.0865,-95.188,435990.0,https://photos.zillowstatic.com/fp/cd710b87e041722e261d3ccb4650e487-p_e.jpg,5.0,5,,3126.0,77365,1090,2.29,0,0,0,0,2022.0,,3,1978,,7.0,1.9,8,2.6,7,2.6,1,35000,51,
2064162165,"11702 Cane Oak Way, Houston, TX 77043",29.79311,-95.57579,458435.0,https://photos.zillowstatic.com/fp/6fb982ef518775644bd97d125cdea4af-p_e.jpg,5.0,4,,2905.0,77043,1090,2.29,1,0,1,0,2022.0,2.0,2,1981,$525 annually,4.0,0.4,5,1.8,5,2.1,1,13200,200,
2060899944,"The Riverdale (S302) Plan, Spring Brook Village - Executive Home Collection",29.826992,-95.54131,471990.0,https://photos.zillowstatic.com/fp/416c927cbb7230559c37f67a3a7fd295-p_e.jpg,3.0,2,,1942.0,77080,1090,2.29,0,0,0,0,2022.0,,2,1982,,4.0,0.7,5,0.3,2,0.9,0,0,0,
2060899945,"The Broadway (S303) Plan, Spring Brook Village - Executive Home Collection",29.826992,-95.54131,472990.0,https://photos.zillowstatic.com/fp/5757963dbb35710fece93c7819203d0b-p_e.jpg,3.0,2,,1836.0,77080,1090,2.29,0,0,0,0,2022.0,,2,1987,,4.0,0.7,5,0.3,2,0.9,0,0,0,
2064314234,"18127 Gardens End Ln, Houston, TX 77084",29.82528,-95.65028,471195.0,https://photos.zillowstatic.com/fp/abb5d2a3cba2b4ea4459b7cb5db2ec5a-p_e.jpg,4.0,4,,2848.0,77084,1090,2.29,1,0,1,0,2022.0,2.0,2,1988,$710 annually,5.0,2.9,6,3.5,6,3.1,1,2192,190,
